"CID,A,10","CCUSTYPE,A,1","CSUPTYPE,A,1","CNAME1,A,40","CNAME2,A,40","CADDRESS1,A,40","CADDRESS2,A,40","CZIPCODE,A,10","CSVATNO,A,15","CLOCALITY,A,40","CLANGUAGE,A,2","CISPERS,L,1","CPROCAT,A,3","CSUPCAT,A,3","CCUSCAT,A,3","CCURRENCY,A,3","CVATREF,A,2","CVATNO,A,12","CVATCAT,A,1","CTELNO,A,25","CFAXNO,A,25","CCUSLSTMNO,I,4","CSUPLSTMNO,I,4","CCUSVNAT1,A,3","CCUSVNAT2,A,3","CCUSVATCMP,N,8","CSUPVNAT1,A,3","CSUPVNAT2,A,3","CSUPVATCMP,N,8","CCUSCTRACC,A,10","CSUPCTRACC,A,10","CCUSIMPUTA,A,10","CSUPIMPUTA,A,10","CSUPCATCOMM,A,1","CNATREGISTRYID,A,20","CCTRYCODE,A,2","CBANKCODE,A,8","CBANKNO,A,20","DBNKQUALIF,A,8","CISWARNING,L,1","CISREADONL,L,1","CISBLOCK,L,1","CISSECRET,L,1","CCUSPAYDELAY,A,6","CSUPPAYDELAY,A,6","CCUSPAYDISC,N,8","CSUPPAYDISC,N,8","CCUSPDISCDEL,I,4","CSUPPDISCDEL,I,4","CCUSTEMPLID,A,10","CSUPTEMPLID,A,10","CMEMO,M,11","CREMLASTDATE,@,8","CREMLASTLEVEL,I,4","CREMCAT,A,5","CREMSTATUS,A,1","CTOTINTEREST,$,8","CMANUALPAY,L,1","CINDEPPAYEE,L,1","CINDEPPIMPUT,A,10","CBNKCIVILITY,A,1","CBNKLANGCODE,A,1","CBNKBANKDBK,A,4","CFACTORING,L,1","CFACTORID,A,10","CBANKORDERPAY,L,1","CBANKORDERPAYNO,A,15","CREATEDATE,@,8","MODIFYDATE,@,8","AUTHOR,A,10","EMAILADDRESS,A,60","HTTPADDRESS,A,60","CSUPPJOB,A,10","CTEMPCUSDEBIT,$,8","CTEMPCUSCREDIT,$,8","CTEMPSUPDEBIT,$,8","CTEMPSUPCREDIT,$,8","CREATEDBY,A,10","CREATEDON,@,8","MODIFIEDBY,A,10","MODIFIEDON,@,8","TRFTSTATUS,A,3","STATIONID,A,3","CBUSINESSNO,A,20","CSLEEPING,L,1","CCUSISWARNING,L,1","CSUPISWARNING,L,1","CCUSISREADONL,L,1","CSUPISREADONL,L,1","CCUSISBLOCK,L,1","CSUPISBLOCK,L,1","CCUSISSECRET,L,1","CSUPISSECRET,L,1","CCUSSLEEPING,L,1","CSUPSLEEPING,L,1","CBNKTYPEPAY,A,3","BOARDDATE,@,8","BOARDPUBLIC,L,1","FISCALCONTROL,A,25","FISCALCTRLTELNO,A,25","FOLDERID,A,2","FYEAREND,@,8","MANFOLDER,L,1","MANREPORT,L,1","REVISOR,A,10","USERRESP,A,10","VATCONTROL,A,25","VATCTRLTELNO,A,25","VATTYPE,A,3","CINDEPPAYAMN,$,8","TREMEXT,A,40","CCOUNTRY,A,6","CCOUHEAD,A,40","CSUPDISCADV,L,1","CSUPDISCADVTYPE,A,1","CCUSDISCADV,L,1","CCUSDISCADVTYPE,A,1"
AGRIPHAR,C,U,AGRIPHAR SA,Service Comptabilité Fournisseurs,RUE DE RENORY 26,,BE4102,,SERAING OUGREE,F,0,,,,,BE,0877444281,,04/385.97.11,04/385.97.49,37,0,,,0.000000,,,0.000000,,,,,,,BE,,001462158293,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,1,True,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2006-01-25 15:49:48,SCHILS,2008-08-04 16:09:03,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
AGRITOUR,C,U,AGRITOUR,Service Comptabilité Fournisseurs,CHSEE DE NAMUR 47,,BE5030,,GEMBLOUX,F,0,,,,,BE,0870706345,,081/62.74.54,081/62.74.50,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2006-12-04 12:50:10,SCHILS,2008-08-04 16:09:03,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
AGROLAB,C,U,AGROLAB SCRL,Service Comptabilité Fournisseurs,RTE DE HERVE 104,,BE4651,,HERVE BATTICE,F,0,,,,,BE,0407218470,X,087/69.26.05,087/69.26.47,20,0,,,0.000000,,,0.000000,,,,,,,BE,,348044792947,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:03,M,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
AGTS,C,U,AGTS INTERNATIONAL SPRL,Service Comptabilité Fournisseurs,RTE DE DOLEMBREUX 98,,BE4130,,ESNEUX,F,0,,,,,BE,0438717538,,04/380.38.34,04/380.10.55,10,0,,,0.000000,,,0.000000,,,,,,,BE,,240092100995,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:03,M,,0438717538,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
AGUSTA,C,U,AGUSTA AEROSPACE SERVICES SA,Service Comptabilité Fournisseurs,AEROPORT DE LIEGE - BAT 60,,BE4460,,GRACE-HOLLOGNE,F,0,,,,,BE,0416453068,,04/234.23.23,04/234.19.45,40,0,,,0.000000,,,0.000000,,,,,,,BE,,240003051965,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,1,True,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:03,M,,0416453068,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
AGV,C,U,AGV AG,Service Comptabilité Fournisseurs,EUREGIOSTRASSE 12,,BE4700,,EUPEN,F,0,,,,,BE,0441593389,,087/56.12.53,087/56.12.54,6,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2008-03-28 00:00:00,1,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2006-04-05 09:20:15,SCHILS,2008-08-04 16:09:03,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
AHLSTROM,C,S,AHLSTROM ANITA,Service Comptabilité Fournisseurs,BYGATAN 39,,BESE,,17149  STOCKHOLM,F,0,,,,,SE,,N,+468274949,+468274949,1,4,,,,SDD,DD,21.000000,,,,601000,,,SE,BBRBBE,210037555018,,0,0,0,0,,30,,,,,,,,,,,,,0,0,,,,ING,0,,0,False,2004-06-08 00:00:00,2004-06-08 16:25:52,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:03,M,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
AHP,C,U,AHP MANAGEMENT,Service Comptabilité Fournisseurs,RUE MAX BUSET 11,,BE4030,,LIEGE GRIVEGNEE,F,0,,,,,BE,0472029813,,0478/31.58.55,04/367.31.74,39,0,,,0.000000,,,0.000000,,,,,,,BE,,850810540785,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,NEURAY,2005-07-05 14:48:18,SCHILS,2008-08-04 16:09:03,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
AHTCO,C,U,AHTCO,Service Comptabilité Fournisseurs,BUSCHBERGERWEG 27,,BE4701,,EUPEN KETTENIS,F,0,,,,,BE,0430182726,,,,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,,2004-07-26 12:41:08,SCHILS,2008-08-04 16:09:03,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
AIBVINCO,C,U,VINCOTTE ASBL,BUSINESSCLASS KANTORENPARK- Me CALLAERT,JAN OLIESAGERSLAAN 35,,BE1800,,VILVOORDE,F,0,,,,,BE,0402726875,,02/674.57.11,02/674.73.07,56,0,,,0.000000,,,0.000000,,,,,,,BE,,310059018324,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2008-03-28 00:00:00,1,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:03,M,,0402726875,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
AIDE,C,U,AIDE SC,Service Comptabilité Fournisseurs,RUE DE LA DIGUE 25,,BE4420,,SAINT-NICOLAS TILLEUR,F,0,,,,,BE,0203963680,,04/234.96.96,04/235.63.49,8,0,,,0.000000,,,0.000000,,,,,,,BE,,001122395686,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:03,M,,0203963680,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
AIGOIN,C,U,MME FABIEN AIGOIN,Service Comptabilité Fournisseurs,RUE PAUL VAILLANT COUTURIER 70,,BEFR,,94140 ALBERTVILLE,F,0,,,,,,,N,,,2,0,,,0.000000,,,0.000000,,,,,,,FR,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2006-11-15 15:25:28,SCHILS,2008-08-04 16:09:03,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
AIGREMON,C,U,AIGREMONT SA NV,Service Comptabilité Fournisseurs,RUE DES AWIRS 8,,BE4400,,FLEMALLE AWIRS,F,0,,,,,BE,0437799008,,04/273.71.00,04/275.49.31,82,0,,,0.000000,,,0.000000,,,,,,,BE,,000031381318,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2007-03-26 00:00:00,1,STD,,0.000000,0,0,,,,,0,,1,True,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:03,M,,0437799008,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
AIGS,C,U,ASSOCIATION INTERREGIONALE DE GUIDANCE E,DE SANTE asbl,RUE VERT VINAVE 60,,BE4041,,HERSTAL VOTTEM,F,0,,,,,,,X,04/228.89.99,04/227.73.65,4,0,,,0.000000,,,0.000000,,,,,,,BE,,068203268375,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:03,M,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
AIHE,C,S,ASSOCIATION DES INDUSTRIES ASBL,Service Comptabilité Fournisseurs,BLD EMILE DE LAVELEYE 191,,BE4020,,LIEGE 2,F,0,,,,,,,N,04/264.10.79,04/264.32.98,3,3,,,0.000000,,,0.000000,,,,,,,BE,,340013456463,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2005-03-17 15:54:21,SCHILS,2008-08-04 16:09:03,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
AII,C,U,ASSOCIATION INNOVATION PAR INFORMATIQUE,Service Comptabilité Fournisseurs,RUE LOUVREX 109,,BE4000,,LIEGE 1,F,0,,,,,BE,0202419204,,04/249.72.11,04/249.74.04,3,0,,,0.000000,,,0.000000,,,,,,,BE,,091000783002,,0,1,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:03,M,,0202419204,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
AILG,C,U,A.I.L.G. ASBL,C/O CRM,RUE DES PITTEURS 20 - BAT L3 - ULG,,BE4020,,LIEGE 2,F,0,,,,,BE,0402372331,N,04/254.08.25,04/254.08.75,8,0,,,0.000000,,,0.000000,,,,,,,BE,,634100760137,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:03,M,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
AIRAMBIA,C,U,AIR AMBIANCE SA,Service Comptabilité Fournisseurs,RUE DES GAILLETTES 38A,,BE4651,,HERVE BATTICE,F,0,,,,,BE,0456000265,X,087/69.20.50,087/69.20.51,26,0,,,0.000000,,,0.000000,,,,,,,BE,,248060363332,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2006-08-10 00:00:00,2,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:03,M,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
AIRCLEAN,C,U,AIR CLEANING SERVICES,Service Comptabilité Fournisseurs,QUAI ST LEONARD 13B,,BE4000,,LIEGE 1,F,0,,,,,BE,0864954641,,04/257.61.21,04/257.61.21,9,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,1,0,0,,,0.000000,0.000000,0,0,,,,2005-11-17 00:00:00,1,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,NEURAY,2005-09-09 15:00:12,SCHILS,2008-08-04 16:09:03,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
AIRLIBXL,C,U,AIR LIQUIDE COORDINATION CENTER,Service Comptabilité Fournisseurs,BLD DU SOUVERAIN 280,,BE1160,,BRUXELLES AUDERGHEM,F,0,,,,,BE,0441572803,,,,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2005-05-03 16:28:35,SCHILS,2008-08-04 16:09:03,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
AIRLIMO,C,U,AIR LIMO SPRL,Service Comptabilité Fournisseurs,LANGVELDSTRAAT 17,,BE3570,,ALKEN,F,0,,,,,BE,0433124794,,011/31.44.19,011/59.13.88,0,0,,,0.000000,,,0.000000,,,,,,,BE,,235000612223,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:03,M,,0433124794,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
AIRLIQUI,C,U,AIR LIQUIDE BELGE SA (L'),Service Comptabilité Fournisseurs,PARC AFF Z GRAMME - QUAI DES VENNES 8,,BE4020,,LIEGE 2,F,0,,,,,BE,0404222556,,04/349.89.89,04/341.20.70,42,0,,,0.000000,,,0.000000,,,,,,,BE,,340000088550,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2008-03-28 00:00:00,1,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:04,M,,0404222556,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
AIRSTARR,C,U,AIRSTAR BENELUX SA,Service Comptabilité Fournisseurs,PARC IND - AVE DE L'ENERGIE 7,,BE4432,,ANS ALLEUR,F,0,,,,,BE,0472431471,,04/387.48.50,04/387.48.54,3,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2004-11-18 11:52:19,SCHILS,2008-08-04 16:09:04,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
AIRWATEC,C,U,AIRWATEC SA,Service Comptabilité Fournisseurs,HOCHSTRASSE 104 BP156,,BE4700,,EUPEN,F,0,,,,,BE,0464530129,,087/59.83.30,087/59.84.40,8,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2006-11-29 00:00:00,1,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:04,M,,0464530129,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
AIT,C,S,AIT SA,Service Comptabilité Fournisseurs,RUE L LE BEGUE 26 A,,BE4000,,LIEGE 1,F,0,,,,,BE,0455982251,,04/232.05.10,04/232.05.12,30,10,,,,BSD,GD,21.000000,,,,601000,,,BE,BBRBBE,001291863578,,0,0,0,0,,30,,,,,,,,,,,,,0,0,,,,ING,0,,0,False,,,MONKEY,,,,,,,,SCHILS,2005-08-02 11:58:00,SCHILS,2008-08-04 16:09:04,A,000,0455982251,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
AITS,C,U,AITS,Service Comptabilité Fournisseurs,RUE DE LA SCIENCE 2,,BE4530,,VILLERS-LE-BOUILLET,F,0,,,,,BE,0418361493,,04/366.09.60,04/366.19.69,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2008-01-30 10:30:23,SCHILS,2008-08-04 16:09:04,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIVSECUR,C,U,AIV SECURITEC SA,Service Comptabilité Fournisseurs,RUE DE L'YSER 324,,BE4430,,ANS,F,0,,,,,BE,0455878917,,04/247.47.58,04/263.22.98,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2006-09-26 00:00:00,2,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2006-08-08 09:35:35,SCHILS,2008-08-04 16:09:04,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
AJILON,C,U,AJILON FINANCE SA,Service Comptabilité Fournisseurs,NOORDKUSTLAAN 8,,BE1702,,DILBEEK GROOT-BIJGAARDEN,F,0,,,,,BE,0408236079,,0475/84.81.46,,26,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2006-05-24 00:00:00,1,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:04,M,,0408236079,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
AJL,C,U,AJL CONCEPT,Service Comptabilité Fournisseurs,RUE DE DINANT 10A,,BE4800,,VERVIERS,F,0,,,,,BE,0607811106,,087/22.80.77,087/27.07.35,0,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,1,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:04,M,,0607811106,0,0,0,1,1,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
AJM,C,U,AJM COMPTA SPRL,Service Comptabilité Fournisseurs,RUE FORESTERIE 40,,BE4600,,VISE,F,0,,,,,BE,0466038775,,04/379.47.52,04/379.84.46,28,0,,,0.000000,,,0.000000,,,,,,,BE,,240053343435,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2006-06-28 17:02:11,SCHILS,2008-08-04 16:09:04,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
AKERS,C,U,AKERS BELGIUM SA,Atn Service Compta. Fournisseu,RUE DE LA BARRIERE 40,,BE4100,,SERAING,F,0,,,,,BE,0403970356,,04/338.81.42,04/338.81.41,40,0,,,0.000000,,,0.000000,,,,,,,BE,,240041400008,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,1,True,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:04,M,,0403970356,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
AKERSANDRI,C,S,AKERS ANDRI,,RUE DE L ARMEE 68,,BE1040,,Brussel (Etterbeek),F,0,,,,,,,N,0479668418,,3,2,,,,,,,,,,,,,,BBRBBE,310196507033,,0,0,0,0,30,,,,,,,,,2007-03-26 00:00:00,1,STD,,,0,0,,,,,0,,0,,,,,,,,,,,,SCHILS,2007-03-15 14:15:31,SCHILS,2008-01-07 12:13:01,A,000,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,,,,BE,Belgique,0,,0,
AKSESY,C,U,AKSESY SPRL,Service Comptabilité Fournisseurs,RUE DU BIHET 12,,BE4460,,GRACE-HOLLOGNE,F,0,,,,,BE,0471617958,,04/250.90.65,,0,0,,,0.000000,,,0.000000,,,,,,,BE,,068230108881,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:04,M,,0471617958,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
AKZONOBE,C,U,AKZO NOBEL,Service Comptabilité Fournisseurs,GUSTAAF LEVIS 1,,BE1800,,VILVOORDE,F,0,,,,,BE,0405746050,,0475/45.51.60,,0,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2008-06-18 08:40:27,SCHILS,2008-08-04 16:09:04,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALAN,C,U,ALAN & CO SA,Service Comptabilité Fournisseurs,QUAI DE LA VESDRE 9-17,,BE4800,,VERVIERS,F,0,,,,,BE,0448923225,X,087/31.10.59,087/31.61.69,48,0,,,0.000000,,,0.000000,,,,,,,BE,,776599499810,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2008-07-25 00:00:00,1,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:04,M,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ALARCON,C,S,PATRICIA ALARCON DETROZ,Service Comptabilité Fournisseurs,HARDISSE VOIE 71,,BE4042,,HERSTAL LIERS,F,0,,,,,BE,0604831424,,04/278.40.13,04/278.48.13,11,5,,,,BSD,GD,21.000000,,,,601000,,,BE,BBRBBE,001252706904,,0,0,0,0,,30,,,,,,,,,,,,,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,SCHILS,2006-08-11 09:15:32,SCHILS,2008-08-04 16:09:04,A,000,0604831424,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,,,,BE,Belgique,0,,0,
ALBATROS,C,U,VOYAGES ALBATROS,Service Comptabilité Fournisseurs,AVE DU PONT 7,,BE4600,,VISE,F,0,,,,,BE,0757056096,,04/379.82.58,04/248.16.39,11,0,,,0.000000,,,0.000000,,,,,,,BE,,240084283910,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:04,M,,0757056096,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ALBERT,C,U,EMMANUELLE ALBERT,Service Comptabilité Fournisseurs,RUE GUSTAVE TAILLARD 10,,BE4650,,HERVE,F,0,,,,,BE,0873020982,,087/35.43.50,,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,,2005-04-12 16:27:42,SCHILS,2008-08-04 16:09:04,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ALCHAIR,U,S,ALCHAIN DESIGN,,RUE DEHIN 55,,BE4000,,Liège,F,0,,,,,BE,0867855436,,,,1,3,,,,BSD,GD,21.000000,,,,601020,,,,BBRBBE,001441188109,,0,0,0,0,,30,,,,,,,,,,,,,0,0,,,,ING,0,,0,,,,,,,,,,,,SCHILS,2006-01-19 14:21:57,SCHILS,2008-01-07 12:13:01,A,000,0867855436,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ALCHIMIE,C,U,ALCHIMIE,Service Comptabilité Fournisseurs,RUE DE RICHELLE 62,,BE4600,,VISE RICHELLE,F,0,,,,,BE,0477243958,,04/379.87.65,04/379.87.45,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,NEURAY,2005-07-05 14:48:19,SCHILS,2008-08-04 16:09:04,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ALCOVER,C,U,ALCOVER AND CO SCPRL,REVISEURS D'ENTREPRISES,QUAI ST LEONARD 20 BTE 62,,BE4000,,LIEGE 1,F,0,,,,,BE,0462950910,,04/257.76.46,04/257.79.48,19,0,,,0.000000,,,0.000000,,,,,,,BE,,001316788235,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:04,M,,0462950910,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
