"CID,A,10","CCUSTYPE,A,1","CSUPTYPE,A,1","CNAME1,A,40","CNAME2,A,40","CADDRESS1,A,40","CADDRESS2,A,40","CZIPCODE,A,10","CSVATNO,A,15","CLOCALITY,A,40","CLANGUAGE,A,2","CISPERS,L,1","CPROCAT,A,3","CSUPCAT,A,3","CCUSCAT,A,3","CCURRENCY,A,3","CVATREF,A,2","CVATNO,A,12","CVATCAT,A,1","CTELNO,A,25","CFAXNO,A,25","CMEMO,M,11","CCUSLSTMNO,I,4","CSUPLSTMNO,I,4","CCUSVNAT1,A,3","CCUSVNAT2,A,3","CCUSVATCMP,N,8","CSUPVNAT1,A,3","CSUPVNAT2,A,3","CSUPVATCMP,N,8","CCUSCTRACC,A,10","CSUPCTRACC,A,10","CCUSIMPUTA,A,10","CSUPIMPUTA,A,10","CSUPCATCOMM,A,1","CCTRYCODE,A,2","CBANKCODE,A,8","CBANKNO,A,20","DBNKQUALIF,A,8","CISWARNING,L,1","CISREADONL,L,1","CISBLOCK,L,1","CISSECRET,L,1","CCUSPAYDELAY,A,6","CSUPPAYDISC,N,8","CSUPPDISCDEL,I,4","CTEMPCUSDEBIT,$,8","CTEMPCUSCREDIT,$,8","CTEMPSUPDEBIT,$,8","CTEMPSUPCREDIT,$,8","CREMLASTDATE,@,8","CREMLASTLEVEL,I,4","CREMCAT,A,5","CREMSTATUS,A,1","CTOTINTEREST,$,8","CREATEDATE,@,8","MODIFYDATE,@,8","AUTHOR,A,10","CNATREGISTRYID,A,20","CSUPPAYDELAY,A,6","CMANUALPAY,L,1","CINDEPPAYEE,L,1","CINDEPPIMPUT,A,10","CBNKCIVILITY,A,1","CBNKLANGCODE,A,1","CBNKBANKDBK,A,4","CFACTORING,L,1","CFACTORID,A,10","CBANKORDERPAY,L,1","CBANKORDERPAYNO,A,15","CCUSPDISCDEL,I,4","CCUSPAYDISC,N,8","CCUSTEMPLID,A,10","CSUPTEMPLID,A,10","EMAILADDRESS,A,60","HTTPADDRESS,A,60","CSUPPJOB,A,10","CREATEDBY,A,10","CREATEDON,@,8","MODIFIEDBY,A,10","MODIFIEDON,@,8","TRFTSTATUS,A,3","STATIONID,A,3","XUSRGETEMPL,N,8","XUSRGETTO,$,8","XUSRGETINTERES,A,10","CBUSINESSNO,A,20","CSLEEPING,L,1","CCUSISWARNING,L,1","CSUPISWARNING,L,1","CCUSISREADONL,L,1","CSUPISREADONL,L,1","CCUSISBLOCK,L,1","CSUPISBLOCK,L,1","CCUSISSECRET,L,1","CSUPISSECRET,L,1","CCUSSLEEPING,L,1","CSUPSLEEPING,L,1","CBNKTYPEPAY,A,3","BOARDDATE,@,8","BOARDPUBLIC,L,1","FISCALCONTROL,A,25","FISCALCTRLTELNO,A,25","FOLDERID,A,2","FYEAREND,@,8","MANFOLDER,L,1","MANREPORT,L,1","REVISOR,A,10","USERRESP,A,10","VATCONTROL,A,25","VATCTRLTELNO,A,25","VATTYPE,A,3","XUSRCONTACT,A,10","CCOUNTRY,A,6","CCOUHEAD,A,40","CSUPDISCADV,L,1","CSUPDISCADVTYPE,A,1","CINDEPPAYAMN,$,8","CCUSDISCADV,L,1","CCUSDISCADVTYPE,A,1","TREMEXT,A,40"
QUALIPHAR,C,U,QUALIPHAR LABORATORIA NV,,RIJKSWEG 9,,BE2880,,BORNEM,N,,,,001,,BE,0403086468,,038891721,038896913,,3,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0403086468,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
RECO,U,S,RECO,,OMHEININGLEI 10,,BE2650,,EDEGEM,N,,,002,,,BE,0403653325,,034481087,,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0403653325,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
RENAULT,U,U,RENAULT,,AVENUE W.A.MOZART 20,,BE1620,,DROGENBOS,N,,003,,,,BE,0403463679,,023347611,023311150,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0403463679,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
RENAULT_IN,C,U,RENAULT INDUSTRIE BELGIQUE SA,,CHAUSSEE DE MONS 301,,BE1070,,BRUXELLES,N,,,,001,,BE,0402645614,,025224183,025220488,,3,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,2003-09-08 00:00:00,1,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0402645614,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
RESTAURANT,U,S,DIVERS RESTAURANTS,,,,BE,,,E,0,,003,,,,,,,,,1,1,,,,,,,,440000,,614600,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,60*,0,0,,,,,0,,0,,,,,,,,,BOB,2003-09-17 12:28:38,ADMIN,2008-06-30 12:00:44,A,,,,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgium,0,,,0,,
RIETJE,U,S,GARAGE RIETJE NV,,ANTWERPSESTEENWEG 346,,BE2950,,KAPELLEN,N,,,002,,,BE,0434718861,,036641688,036651752,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0434718861,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
ROM,U,U,ROM SA,,INDUSTRIESTRASSE 38,,BE4700,,EUPEN,F,,003,,,,BE,0441826783,,087555938,087553708,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0441826783,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
ROMA,C,U,Hotel le ROMA,,route de Chambery,,FR,,ALBERTVILLE,F,,,,001,,FR,,,0033/79371556,,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,FR,France,0,,,0,,
RTLINFO,U,S,RTL  INFORMATIQUE,,BOULEVARD PIERRE FRIEDEN 45,,LU1543,,LUXEMBOURG-KIRCHBERG,F,,,002,,,LU,,,00352/42142,,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
SABENA,U,U,SABENA,,LUCHTHAVEN,,BE1930,,ZAVENTEM,N,,003,,,,BE,0403457543,,027235859,026727038,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0403457543,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
SALESKIT,C,U,SALES KIT SA,,Caballero 79,,ES,,BARCELONA,F,,,,001,,ES,A44444444,,34 3 322 30 51,,,3,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,ES,Espagne,0,,,0,,
SAMENWERKE,U,S,SAMENWERKENDE VENNOOTSCHAP VOOR PRODUKTI,,KONINGSSTRAAT 55 BUS 14,,BE1000,,BRUSSEL,N,,,002,,,BE,0219808433,,022171030,022186134,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0219808433,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
SCPE,U,U,S C P E,,RUE FIVU 150,,BE4100,,SERAING,F,,003,,,,BE,0219808433,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0219808433,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
SECA,C,U,SECA NV,,MECHELSESTEENWEG 520,,BE1800,,VILVOORDE,N,,,,001,,BE,0400700961,,022541511,022541671,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0400700961,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
SEDEC,U,S,SEDEC NV,,BIJKHOEVELAAN 12,,BE2110,,WIJNEGEM,N,,,002,,,BE,0437237396,,033603600,033263283,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0437237396,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
SEIKO,U,U,Seiko Instruments GmbH,,"Lyonerstr, 36",,DE6000,,FRANKFURT 71,F,,003,,,,DE,,,004969/6630000,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,DE,Allemagne,0,,,0,,
SELECT,U,S,Select,,,,BE,,,E,0,,001,,,,,,,,,1,1,,,,MD,HG,21.000000,,,,601000,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,60*,0,0,,,,,0,,0,,,,,,,,,BOB,2003-09-15 09:32:38,ADMIN,2008-06-30 12:00:44,A,,,,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgium,0,,,0,,
SGL_CARBON,C,U,SGL CARBON SA,,ROUTE DE LIEGE,,BE4480,,ENGIS,F,,,,001,,BE,0412060651,,042758711,042755531,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,2003-09-08 00:00:00,1,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0412060651,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
SGPMI,U,S,S.G.P.M.I. SA,,BOULEVARD FRERE-ORBAN 18,,BE4000,,LIEGE,F,,,002,,,BE,0450297754,,042213404,042213397,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0450297754,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
SHIMANO,U,S,SHIMANO SA,,,,BE,,,F,,,001,,,BE,0404129318,,,,,,,,,,MD,HG,21.000000,,,,601000,,,BBRBBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:45,M,,,,,0404129318,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
SIBELGAZ,U,U,SIBELGAZ-SIBELGAS SC,,QUAI DES USINES 16,,BE1000,,BRUXELLES,N,,003,,,,BE,0229921078,,022443101,022443693,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0229921078,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
SIDMAR,C,U,SIDMAR NV,,J.F. KENNEDYLAAN 51,,BE9042,,GENT,N,,,,001,,BE,0400106291,,093473111,093474907,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0400106291,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
SIEMELUX,U,S,SIEMENS NIXDORF LUXEMBOURG,,20 RUE DES PEUPLIERS,BP 1042,LU1010,,LUXEMBOURG,F,,,002,,,LU,,,00352422820801,,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
SIEMENS,U,U,SIEMENS NV,,SIEMENSLAAN 2,,BE3650,,DILSEN-STOKKEM,N,,003,,,,BE,0403146747,,089750811,089750936,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0403146747,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
SIMOP,C,U,SIMOP,,Le Moulin,,FR50390,,ST-SAUVEUR-le-VICOMPTE,F,,,,001,,FR,,,0033/33958800,,,3,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,FR,France,0,,,0,,
SITA,U,S,ST  INTERN. TELECOMMUNICATION AERONAUT.,,AVENUE HENRI MATISSE 14,,BE1140,,BRUXELLES,N,,,002,,,BE,0403150410,,022451011,022167711,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0403150410,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
SKYNET,U,S,SKYNET SA,,"Carlistraat - Rue Carli , 2",,BE1140,,Brussel (Evere),E,0,,003,,,BE,0460102672,,,,,1,1,,,,,,,,,,612110,,,BBRBBE,,,0,0,0,0,,,,,,,,,,,,,,,,,60*,0,0,,,,,0,,0,,,,,,,,,BOB,2003-09-17 12:29:47,ADMIN,2008-06-30 12:00:45,A,,,,,0460102672,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgium,0,,,0,,
SMAP,U,S,SMAP / OMOP,,"Rue du grand incendie, 59",,BE1050,,Brussel (Elsene),E,0,,002,,,,,,,,,1,1,,,,,,,,,,613110,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,60*,0,0,,,,,0,,0,,,,,,,,,BOB,2003-09-17 12:31:03,ADMIN,2008-06-30 12:00:44,A,,,,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgium,0,,,0,,
SMITH,U,U,SMITH KLINE BEECHAM-BIOLOGICALS SA,,RUE DE L'INSTITUT 89,,BE1330,,RIXENSART,N,,003,,,,BE,0440872918,,026568111,026568000,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0440872918,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
SNCB,C,U,SNCB,,FRANKRIJKSTRAAT 85,,BE1060,,BRUSSEL,N,,,,001,,BE,0203430576,,025252793,025252900,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0203430576,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
SOGEM,U,S,SOGEM SA-NV,,RUE AU MARAIS 31,,BE1000,,BRUXELLES,N,,,002,,,BE,0402964625,,022277777,022277999,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0402964625,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
SOLUVER,U,U,SOLUVER SARL,,ZONING IND DE GRASBUSCH,,LU3366,,LEUDELANGE,F,,003,,,,LU,,,00352.48.67.89,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
SOLUXTRA,C,U,SOLUXTRAFER,,2-4 route de Longwy,,LU4830,,RODANGE,F,,,,001,,LU,,,00352504602,,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
SOMEF,U,S,SOMEF SA,,RUE DE L'ILE MONSIN 87,,BE4020,,LIEGE,F,,,002,,,BE,0402424294,,042648430,042648539,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0402424294,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
SPARTA,U,U,SPARTA NV,,BRANDEKENSWEG 2,,BE2627,,SCHELLE,N,,003,,,,BE,0422811320,,038808450,038808459,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0422811320,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
STANDAARD,C,U,STANDAARD UITGEVERIJ,,BELGIELEI 147A,,BE2018,,ANTWERPEN,N,,,,001,,BE,0426929860,,032395900,032308550,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0426929860,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
STATEC,U,S,STATEC,,BOITE POSTALE 304,(6 boulevard Royal),LU2013,,LUXEMBOURG,F,,,002,,,LU,,,00352/46 00 93,,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
STEELINTER,U,U,STEELINTER SA,,RUE DE L'USINE 1,,BE6010,,COUILLET,F,,003,,,,BE,0403940662,,071444711,071431723,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0403940662,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
STEICHEN,C,U,FIDUCIAIRE STEICHEN,,AVENUE DE LA LIBERTE 24-26,,LU1443,,LUXEMBOURG,F,,,,001,,LU,,,00352/4024801,,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
STEINBACH,U,S,STEINBACH-INTERMILLS SA,,AVENUE DE LA LIBERATION 1 BTE 2,,BE4960,,MALMEDY,F,,,002,,,BE,0450700602,,080792211,080792241,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0450700602,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
STIB,U,U,SOCIETE DES TRANSPORTS INTERCOMMUNAUX,,AVENUE DE LA TOISON D'OR 15,,BE1050,,BRUXELLES,N,,003,,,,BE,0203474227,,025152000,025153284,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0203474227,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
STOCKOBEL,C,U,STOCKOBEL SPRL,,ROUTE DE FALIZE 181,,BE4960,,MALMEDY,F,,,,001,,BE,0412556044,,080852211,080337806,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0412556044,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
SUDBOISS,U,S,SUD BOISSON,,"Rue d'Athus, 24",,LU4710,,PETANGE,F,,,002,,,LU,,,,,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
SUIKER,U,U,SUIKER EXPORT NV,,GENERAAL LEMANSTRAAT 74,,BE2600,,BERCHEM,N,,003,,,,BE,0404854640,,032853966,032853990,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:07,2003-09-12 09:46:07,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0404854640,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
SUPERMARKT,C,U,SUPERMARKT DE WOLF,,ALEXANDER FRANCKSTRAAT 6,,BE2530,,BOECHOUT,N,,,,001,,BE,0424990454,,034552196,034540329,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0424990454,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
SUPER_ECHO,U,S,SUPER ECHO,,RUE DES ANGLAIS 5,,BE4430,,ANS,F,,,002,,,BE,0402435776,,042397400,042397456,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0402435776,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
SUZUKI,U,U,SUZUKI EUROPE SA,,AVENUE LOUISE 283 BTE 1,,BE1050,,BRUXELLES,N,,003,,,,BE,0444881986,,026460470,026479159,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0444881986,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
SWAEGERS,C,U,SWAEGERS EN CO,,INDUSTRIEWEG 5,,BE2320,,HOOGSTRATEN,N,,,,001,,BE,0421836370,,033148210,033148780,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0421836370,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
SYBRON,U,S,SYBRON CHIMIE FRANCE SA,,Parc Technologique des Grillons,route de Sartrouville - Bât. 6,FR78230,,LE PECQ,F,,,002,,,FR,,,0033130152840,,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,FR,France,0,,,0,,
SYBRON2,U,U,SYBRON CHIMIE FRANCE S.A.,,"Avenue F. LEFEBVRE, 25",,FR78300,, Poissy,F,,003,,,,FR,,,0033/139654600,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,FR,France,0,,,0,,
